,BATF,BCL6,CEBPA,CEBPB,E2F1,ETS1,FOS,FOXP3,GATA1,GATA3,HIF1A,IRF1,IRF4,IRF8,JUN,LEF1,MYC,NFE2L2,NFKB1,NR3C1,PAX5,PRDM1,RELA,RUNX1,RUNX3,SMAD3,SPI1,STAT1,STAT4,TBX21,TCF7,TP53,disease
P17H,0.03860331997710361,0.18698626216370923,0.16573983972524328,0.010045792787635949,0.015130223239839726,0.4505123068116772,0.37989696622781904,0.10876931883228391,0.027733257012020607,0.0005037206639954207,0.15385947338294215,1.3677904979965656,0.1504350314825415,2.0135775615340585,0.5129708070978821,0.03201297462316351,0.10814181453921007,0.16669147109330282,0.15252218088151115,0.45935317687464233,0.10639763403930547,0.06577990841442471,0.11015367002773988,0.3460062147354649,0.25893875214653694,0.1475672581568403,0.3892005342491891,0.9676457600785021,0.03571010621382688,0.23651516886090446,0.22485975958786492,0.19094376073268457,normal
P18,0.05816901408450704,0.14638028169014083,0.21497652582159624,0.030144600938967137,0.010913145539906103,0.28025352112676055,0.2495868544600939,0.11869640062597808,0.04746103286384977,0.0,0.16800117370892018,1.5004582159624413,0.1588943661971831,2.0076131455399064,0.34359467918622855,0.04378090766823161,0.10238262910798121,0.18242566510172142,0.1341068075117371,0.3790469483568075,0.05213928012519562,0.07486619718309859,0.11672156013001082,0.26233266264252175,0.18586666666666665,0.1692112676056338,0.46354720918101194,1.0046874580818244,0.01601356285863328,0.1556244131455399,0.27770328638497654,0.18020187793427234,normal
P18F,0.06041578947368421,0.26985,0.10243947368421054,0.007098947368421054,0.017456578947368424,0.6026684210526316,0.36364210526315793,0.11419473684210528,0.026244736842105265,0.0004894736842105263,0.1620519736842105,1.355797894736842,0.19707894736842105,1.8486684210526316,0.525438596491228,0.043503508771929815,0.12758684210526317,0.17320409356725147,0.2009236842105263,0.4985271929824562,0.08450614035087721,0.06281578947368421,0.11416032388663969,0.42342781954887215,0.3833105263157895,0.1406342105263158,0.2656157894736842,1.0094026315789473,0.04898421052631579,0.3448305263157895,0.2196073684210526,0.19502105263157893,normal
P19,0.048419252585919254,0.2598385885885886,0.050265265265265265,0.009928928928928929,0.02782845345345345,0.7768330830830831,0.16861861861861863,0.09290540540540541,0.14529329329329327,0.0006656656656656657,0.19637012012012012,1.5860240240240242,0.23064314314314316,2.086706706706707,0.21081831831831832,0.05798465131798466,0.1405105105105105,0.2485251918585252,0.14754692192192193,0.3887445779112446,0.1850775775775776,0.04738238238238238,0.06642912142912144,0.5222365222365223,0.4701501501501501,0.09486486486486487,0.29486208430652877,1.1366670241670243,0.05588699810922033,0.44525325325325327,0.21725725725725725,0.14614176676676674,normal
P20,0.05583381034153787,0.19305380652547227,0.16708070978820838,0.034690326273611904,0.01363480251860332,0.431287922152261,0.37102461362335437,0.1180614386567449,0.05353749284487693,0.0,0.18070477962220946,1.5665632512879222,0.19824413279908415,2.0026731539782485,0.5182970807097883,0.04708261782102652,0.10599813966800228,0.20408446225275076,0.18632190898683454,0.4809301659988552,0.06887330662087388,0.08641814539210074,0.12253269340848047,0.3507662114645514,0.2955088723526044,0.15413423010875787,0.4298848820199707,1.0882316624417367,0.03638745786427527,0.22185575271894678,0.2610704064109903,0.1702082140812822,normal
P20H,0.047959124928036855,0.23585204375359814,0.15521157167530225,0.006592976396085204,0.009540875071963155,0.4191738629821531,0.3517659758203799,0.10092304739973133,0.02689291882556131,0.0005661101516023796,0.14824769717904432,1.2871698330454806,0.15455238917674152,1.7882394933793897,0.5232124352331606,0.04696027633851468,0.11346214738054117,0.1539224716944924,0.1441274467472654,0.5317702936096719,0.07969199769717905,0.04647668393782383,0.14303263805854477,0.31632288839542727,0.24279101899827285,0.13739205526770293,0.3164894773875775,0.9407776132905666,0.027356233608392504,0.2053874496257916,0.24221416234887738,0.16948474381116868,normal
P21,0.06716455361859482,0.141381735340729,0.1587410855784469,0.011194928684627577,0.021686311410459586,0.42700475435816165,0.27119156101426306,0.11713748019017432,0.06944453248811411,0.0006405176967776017,0.3064035261489699,1.608309033280507,0.17684231378763865,2.260581616481775,0.3892393026941363,0.06668251452720549,0.16368413232963547,0.3385160239478781,0.118887925911252,0.5278968568409931,0.10627707342842048,0.08428387480190173,0.10419694014384982,0.33985001131990034,0.263580824088748,0.15232666402535658,0.7121856840993133,1.1474436834955852,0.029402183483007566,0.24193106180665608,0.3055142630744849,0.18284617670364503,normal
P633,0.06480055497745403,0.18496097814776274,0.20122008324661808,0.0066576482830385,0.027285379812695108,0.29471644120707596,0.3652393340270552,0.12995490808185917,0.11528303850156088,0.0,0.35038241415192506,1.3223683662851198,0.19087669094693027,1.8030405827263265,0.5687166146375303,0.0340894901144641,0.21688865764828305,0.30357035495433,0.1733539281997919,0.8609070412764482,0.06550294831772459,0.07929500520291363,0.18739213959817497,0.26697041771963725,0.18130489073881376,0.17235431841831425,0.6406359116660885,1.01292552400773,0.03146144062897445,0.14372944849115504,0.3198064516129032,0.23848725286160252,normal
P634,0.059014814814814805,0.23490370370370373,0.13967592592592593,0.018690370370370368,0.03495,0.5764611111111111,0.3729166666666667,0.16470740740740739,0.09771703703703705,0.0,0.2736212962962963,1.5007185185185186,0.2318388888888889,2.0129274074074077,0.576767901234568,0.04547901234567902,0.21112777777777778,0.2912362139917696,0.20415787037037036,0.602420987654321,0.13420740740740741,0.07198333333333332,0.13747122507122506,0.4688455026455026,0.3748266666666667,0.21218148148148144,0.46362469135802464,1.0790724867724866,0.06383786008230453,0.30163851851851853,0.28500148148148147,0.204412037037037,normal
P635,0.0931505728314239,0.29251432078559736,0.1179214402618658,0.004908346972176759,0.028239566284779048,0.8924652209492636,0.21735474631751225,0.15394844517184944,0.09850818330605565,0.0009956355701036552,0.3336027004909983,1.393152209492635,0.2768023731587561,1.7340294599018005,0.4029541734860884,0.05846426623022368,0.23003273322422257,0.274692671394799,0.22780227086743043,0.5947122204037099,0.0789075286415712,0.07777618657937807,0.09952347979352891,0.6118646247369651,0.5115106382978725,0.1572892798690671,0.5038888888888889,1.0250175356558335,0.05565648299690852,0.45012274959083476,0.2915761047463175,0.18523424713584288,normal
P636,0.08080115036976172,0.3248397699260477,0.17811216105176664,0.01949712407559573,0.031889893179950696,0.591088742810189,0.40873253903040263,0.1430306765269789,0.09991947411668035,0.0,0.28717440427280194,1.4388594905505339,0.2540468364831553,1.9357189811010678,0.655912078882498,0.05646946042180224,0.21519926047658175,0.24491098329224872,0.2272617091207888,0.7436880306765269,0.0759764448096412,0.055252670501232545,0.16472915744896027,0.4579410728958798,0.38307477403451107,0.166405094494659,0.4188824979457683,1.043557929334429,0.05220852734410664,0.28461133935907973,0.3045735414954807,0.1918046425636812,normal
P639,0.05276932826362484,0.22855830164765525,0.15984790874524715,0.01232446134347275,0.024855830164765527,0.49373415716096325,0.38869930291508237,0.11697401774397971,0.04409442332065906,0.0002640473172792564,0.3031463878326996,1.4198365019011405,0.21555766793409378,2.154035487959442,0.6620870299957752,0.07768060836501901,0.2088949619771863,0.3010963244613435,0.18367355830164767,0.6892860160540768,0.22887304604985217,0.07002851711026614,0.13432338890513795,0.39411642223429294,0.2896717363751584,0.1786533586818758,0.4161906773693846,1.0001543545174723,0.054012815096465286,0.2438618504435995,0.28761216730038025,0.18420865019011406,normal
P640,0.05986111111111111,0.26365310077519377,0.12473837209302326,0.010317829457364341,0.04299660852713178,0.6827325581395348,0.20811046511627906,0.14156007751937985,0.04142054263565892,0.0,0.26243459302325584,1.493825581395349,0.244515503875969,2.049081395348837,0.3944896640826874,0.06905684754521962,0.1961167635658915,0.2977950043066322,0.2163578003875969,0.506501937984496,0.3809496124031007,0.06983527131782946,0.11021317829457364,0.5250747508305648,0.46546899224806204,0.15718023255813954,0.4076830318690784,1.2094725913621265,0.07535314384151594,0.3674418604651163,0.2623720930232558,0.20922965116279071,normal
P650,0.057775793650793654,0.1654077380952381,0.18288839285714284,0.014851190476190476,0.020180059523809524,0.40335863095238095,0.2737395833333333,0.10232837301587301,0.06831845238095238,0.0,0.2575647321428572,1.1588607142857144,0.1823779761904762,1.6449535714285712,0.48256646825396815,0.05961904761904762,0.15181919642857142,0.207010582010582,0.1443809523809524,0.5951607142857143,0.23978571428571427,0.0831502976190476,0.11526007326007326,0.28953061224489796,0.2864583333333333,0.13775744047619048,0.35263756613756614,0.882607568027211,0.030201058201058204,0.24269285714285713,0.2277440476190476,0.18363392857142857,normal
P657,0.06296904761904762,0.15872142857142857,0.30275714285714284,0.018705714285714287,0.016171428571428573,0.21236428571428573,0.3328,0.1425714285714286,0.03910857142857142,0.0,0.2502964285714286,1.2549685714285714,0.18866428571428573,1.8150857142857142,0.61425,0.05182857142857142,0.17251428571428568,0.2389460317460317,0.13754553571428568,0.6370333333333333,0.06103095238095237,0.07757857142857143,0.13595054945054946,0.23735102040816328,0.13660857142857144,0.19495357142857148,0.44707142857142856,1.0023683673469388,0.03174285714285715,0.09836285714285715,0.29145999999999994,0.18156964285714283,normal
P662,0.07265469061876248,0.24420658682634733,0.13270958083832335,0.03831736526946108,0.04000748502994012,0.4196556886227545,0.1964296407185629,0.11177644710578842,0.050173652694610785,0.0,0.28281437125748504,1.3611497005988025,0.25527694610778445,1.6060479041916167,0.3640818363273453,0.03694610778443114,0.1777432634730539,0.22578842315369263,0.12839071856287426,0.4545259481037924,0.06257984031936127,0.06740269461077844,0.08637494242284663,0.296633875106929,0.28820359281437125,0.1402769461077844,0.3922621423819028,0.9904148845166809,0.049517631403858946,0.26153293413173656,0.23210778443113772,0.18896332335329344,normal
P667,0.0347829688535454,0.17210735586481113,0.10114065606361829,0.008475149105367792,0.221824055666004,0.8518215705765407,0.25893638170974154,0.1688800530152419,0.02461232604373757,0.00020874751491053677,0.35458126242544724,1.6250934393638168,0.13800695825049702,2.0778807157057657,0.33953114645460575,0.10144797879390326,0.33046222664015906,0.39784846476695385,0.23491985586481115,0.45185387673956257,0.1624171636845593,0.05613320079522863,0.08505199571799969,0.683835558080091,0.6893638170974155,0.1697365805168986,0.3046620278330019,1.168290258449304,0.13142809807819747,0.43257455268389666,0.35051292246520876,0.2029634691848907,normal
P668,0.05431200550395598,0.15239680082559337,0.054834881320949436,0.03319091847265222,0.019069917440660472,0.30578173374613005,0.5440376676986584,0.13748538011695907,0.032543859649122805,0.0007567939456484348,0.29171826625386993,1.7154014447884418,0.18454592363261094,2.2940123839009288,0.5041933264533883,0.03746474028207774,0.2508243034055727,0.4850601995184039,0.14818175954592366,0.7022841417268663,0.20406088751289989,0.091687306501548,0.1698737794713027,0.3131637918325225,0.17132507739938083,0.19515995872033023,0.40179222566219475,1.2603007518796994,0.04330581355349158,0.16346749226006194,0.30532301341589263,0.2555908152734778,normal
P669,0.061803652968036527,0.3471361301369863,0.1146318493150685,0.038441780821917806,0.055376712328767126,0.48659246575342463,0.6106464041095891,0.1336815068493151,0.03590753424657535,0.0015639269406392696,0.2768600171232876,1.5554041095890412,0.22902825342465752,1.8570684931506851,0.8772117579908677,0.04706050228310502,0.2454323630136986,0.3297983257229833,0.2710530821917808,1.0263498858447488,0.11314497716894976,0.08091609589041096,0.29755663856691256,0.4123116438356164,0.3202191780821918,0.14753852739726028,0.3428215372907154,1.1156090998043051,0.06867770167427702,0.22595205479452055,0.39159246575342466,0.2519670376712329,normal
P670,0.06842536813922356,0.17907756024096383,0.1904605923694779,0.04034036144578314,0.020837725903614455,0.40981174698795186,0.2985667670682731,0.16024849397590363,0.07506576305220883,0.00022590361445783133,0.30199422690763045,1.3038273092369477,0.2094352409638554,1.7058915662650604,0.5631517737617134,0.04067436412315931,0.1955685240963855,0.2795833333333333,0.17650602409638555,0.6799640227576975,0.13446034136546187,0.09377635542168676,0.12727873030583872,0.3584674411933449,0.2590150602409639,0.21101405622489963,0.6347858099062917,0.9850412363740677,0.04247824631860776,0.20084638554216866,0.3356455823293173,0.21053338353413656,normal
P671,0.07235313401521111,0.2555281274586939,0.11323760818253344,0.019974036191974825,0.029715774980330446,0.7103442171518489,0.32739378442171524,0.1530238657225282,0.04781313926042487,0.0007658012063991608,0.27941237214791503,1.5535357985837923,0.23641325727773405,2.0760535011801733,0.44105887752425904,0.05357330186205087,0.2358177616050354,0.314997814494274,0.23605650078678203,0.490929714135851,0.16049108313663782,0.07213119590873328,0.11333323246383828,0.580982353602338,0.47167112509834774,0.20361132966168377,0.44229696651805234,1.1069278970439473,0.0748242853396276,0.32166404405979543,0.29600786782061367,0.20561713217938632,normal
P672,0.06831196581196582,0.25262820512820516,0.1872934472934473,0.041806267806267804,0.022533831908831906,0.5721474358974359,0.30123219373219373,0.17046058879392212,0.0679928774928775,0.0,0.33723468660968664,1.4065270655270656,0.2538069800569801,1.720968660968661,0.5002943969610637,0.04263057929724596,0.23786858974358976,0.3065716999050333,0.2230787037037037,0.5912037037037037,0.1051258309591643,0.07618589743589745,0.13315691431076046,0.48501628001628,0.41283760683760684,0.22276709401709402,0.5973361823361822,1.0787718762718763,0.07065685343463121,0.2926182336182336,0.2988404558404558,0.22461716524216524,normal
