TF1,TF2,r,|r|,p
FOS,NFKB1,0.5887410779918908,0.5887410779918908,2.49238081920418e-07
FOS,NR3C1,0.6920741818994786,0.6920741818994786,1.71657038474398e-10
FOS,PAX5,0.23898897382989573,0.23898897382989573,0.05520130485815122
FOS,PRDM1,0.4115092150320345,0.4115092150320345,0.0006603302306646287
FOS,RELA,0.7587239416618611,0.7587239416618611,2.4467558903442907e-13
FOS,RUNX1,0.1998238251201756,0.1998238251201756,0.1105081266818697
FOS,RUNX3,0.03018896932862999,0.03018896932862999,0.8113203384195692
FOS,SMAD3,0.4437335212643516,0.4437335212643516,0.00021363967469089387
FOS,SPI1,0.38676588636253106,0.38676588636253106,0.0014598998581437932
FOS,STAT1,0.5037349088985685,0.5037349088985685,1.889580797035509e-05
FOS,STAT4,0.26139331025786855,0.26139331025786855,0.035444127615083254
FOS,TBX21,-0.025768724380273538,0.025768724380273538,0.8385435615440218
FOS,TCF7,0.5466326503769533,0.5466326503769533,2.4673406935057098e-06
FOS,TP53,0.7288070548249852,0.7288070548249852,5.881702419582002e-12
FOXP3,GATA1,0.16561988761113358,0.16561988761113358,0.1873402747815566
FOXP3,GATA3,0.2970223676476825,0.2970223676476825,0.01627440637387228
FOXP3,HIF1A,0.8302825083815991,0.8302825083815991,1.2135782412864438e-17
FOXP3,IRF1,0.5441456781641097,0.5441456781641097,2.7980596896215195e-06
FOXP3,IRF4,0.7414790503967121,0.7414790503967121,1.6131487896957652e-12
FOXP3,IRF8,0.4573096550426329,0.4573096550426329,0.00012828724324134714
FOXP3,JUN,0.5011090522194315,0.5011090522194315,2.1217318673981463e-05
FOXP3,LEF1,0.5443263262113665,0.5443263262113665,2.7727049571623134e-06
FOXP3,MYC,0.8402817348775505,0.8402817348775505,2.103329102695059e-18
FOXP3,NFE2L2,0.7880356456886721,0.7880356456886721,6.7164540844081395e-15
FOXP3,NFKB1,0.7051790512749664,0.7051790512749664,5.464764663577048e-11
FOXP3,NR3C1,0.7428573677274811,0.7428573677274811,1.3950872734344754e-12
FOXP3,PAX5,0.3203145382513294,0.3203145382513294,0.009287693615178734
FOXP3,PRDM1,0.7265207094451508,0.7265207094451508,7.371226843432117e-12
FOXP3,RELA,0.6290446662506681,0.6290446662506681,2.0031096435273513e-08
FOXP3,RUNX1,0.5238112007210312,0.5238112007210312,7.543107549359529e-06
FOXP3,RUNX3,0.3619077748903512,0.3619077748903512,0.003053496432119883
FOXP3,SMAD3,0.9363073687182915,0.9363073687182915,2.4928311014919758e-30
FOXP3,SPI1,0.6958422106344262,0.6958422106344262,1.2429054627637173e-10
FOXP3,STAT1,0.657904790509165,0.657904790509165,2.6048100043416057e-09
FOXP3,STAT4,0.607619729268633,0.607619729268633,7.992771395163301e-08
FOXP3,TBX21,0.2451276660316935,0.2451276660316935,0.049059398948065144
FOXP3,TCF7,0.8497284888750749,0.8497284888750749,3.582993590735202e-19
FOXP3,TP53,0.8388392836127623,0.8388392836127623,2.7282851446485003e-18
GATA1,GATA3,-0.006003973712096067,0.006003973712096067,0.9621412161362168
GATA1,HIF1A,0.2567559600666489,0.2567559600666489,0.038959170011075094
GATA1,IRF1,0.10747268339600151,0.10747268339600151,0.3941408333582432
GATA1,IRF4,0.23702832688145495,0.23702832688145495,0.05728986182295494
GATA1,IRF8,0.048460715284109966,0.048460715284109966,0.7014623141768414
GATA1,JUN,0.15358205512603082,0.15358205512603082,0.22191387828702733
GATA1,LEF1,0.12597742984186636,0.12597742984186636,0.3173365641895913
GATA1,MYC,0.17650303107861773,0.17650303107861773,0.15958421735238656
GATA1,NFE2L2,0.2025982458876053,0.2025982458876053,0.10554632604890848
GATA1,NFKB1,0.12415348726837902,0.12415348726837902,0.32444993143844586
